name,amount
Richard Lucas,41142.02
Jay Hughes,8789.41
Christopher Williams,11492.78
Colleen Nguyen,85153.31
Rachel Berry DDS,80618.58
Peter May,66861.36
William Martinez,66712.57
Adam Green,59272.1
Rose Mcguire,37817.41
Timothy Moore,49470.77
Becky Davis DDS,77779.36
Theodore Davis,61776.39
Kathleen Garcia,17776.96
Brad Castillo,64073.18
Joseph Johnson,65869.48
Lance Melendez,55912.49
Savannah Mccormick,56269.04
Joshua Williams,69070.76
Beth Ryan,82533.09
Alexander Alexander,67562.72
Katrina Gonzalez,16027.56
Gabriel Taylor,49579.08
Ruth Page,61679.46
Kevin Perkins,88339.23
Anthony Hines,3914.89
Joshua Martin,84499.24
Tiffany Brock,90439.22
Amber Garza,87873.09
Joshua Bean,11102.84
Danielle King,76540.25
Sabrina Smith,73200.14
Michelle Pittman,48967.65
David Guerrero,75524.4
Megan Leonard,99542.61
Erik Estes,75002.02
Carly Rogers,45202.79
Cody Parker,59525.03
Dawn Brown,6440.67
Steven Christian,80369.51
Trevor Cooper,55186.07
Brandi Holmes,34988.32
Jason Mejia,9517.5
Brandon Hunter,23566.15
Laura Chavez,13157.6
Evelyn Carter,82331.99
Julie Rodgers,11960.61
Brittany Gonzalez,97061.26
Karen Day,12157.14
Paul Savage,31829.7
Jennifer Lewis,75593.35
Ricky Farmer,65357.48
Timothy Gutierrez,18444.69
Robert Estrada,13090.16
Thomas Munoz,91410.1
Dennis Stanton,71031.99
Richard Collins,89803.16
Larry Fletcher,38940.53
Bailey Rodriguez,44320.27
Kayla Parker,25717.91
Lauren Briggs,3225.85
Jill Russell,2853.83
Claudia Morgan,26617.84
Gina Lee,12128.28
Corey Villanueva,27535.92
Anthony Howe Jr.,71322.45
Tyler Rodriguez,58520.9
Seth Hernandez,91948.92
Jose Jones,12120.57
Cathy Richardson,50855.09
Ryan Robertson,48767.81
Robert York,69376.65
Brooke Medina,18405.95
Robert Washington,15751.56
Edward Blackburn,58759.3
Patricia Martin DDS,93706.94
Kristen Park,14942.51
Theresa Velez,71879.87
Linda Miller,22114.99
Thomas Miles,61907.56
Matthew Barry,86201.66
Jessica Luna,37622.01
Laura Tran,31412.08
Michael Goodman,29289.29
David Williams,22171.46
Taylor Greene,7833.51
Christopher Bauer,29932.1
Samuel Schmidt,5186.23
Kyle Soto,67718.82
Diane Bonilla,28943.95
Jacob Mendez,68792.09
Isaiah Martin,37332.52
David Neal,14451.37
Jennifer Lee,22221.04
Joseph Young,81609.99
Alexa Henderson,50843.7
Ashley Rodriguez,66127.69
Michelle Sawyer,31314.89
Gregory Patterson,66403.73
Brian Ryan,72726.33
Erika Gonzalez,86801.78
Tyler Lara,44342.28
Zachary Edwards,97097.79
Paula Marshall,77645.83
Sophia Edwards,42643.21
Melissa Williams,41923.02
Devin James,41995.24
Nicole Aguirre,16164.82
Dominique Campbell,43513.55
Lisa Mcbride DDS,32432.54
Amanda Thompson,97880.35
Ryan Blankenship,80329.43
Dana Ford,81698.48
Stephanie Mckee,52762.06
Amy Leblanc,61321.71
Bailey Smith,73888.17
Jason Stewart,90104.17
John Weiss,5460.36
Craig Howard,76758.15
Richard Copeland,43507.51
Kenneth Byrd,95394.3
Jonathan Krause,57293.32
Emily Brown,1426.07
Frank Bennett,23292.93
Joseph Brown,50785.34
Andre Frederick,79966.55
Ryan French,87066.32
Angela Baker,22133.8
Elizabeth Whitney,52837.09
Jeff Cobb,64816.86
Kelly Kemp,57392.24
Ashley Oliver,98571.75
Carl Barton,58963.67
Dr. Annette Santana MD,2616.58
Javier Ward,81189.58
Scott Rodriguez,25319.45
Chad Anderson,10265.24
Angela Patterson,40722.09
Robert Mclean,88305.06
Jodi Cohen,29786.43
Melissa Morris,85762.47
Hannah Jackson,74818.46
Dakota Rivera,87742.87
Tara Ryan,75982.56
Ronald Martinez,82788.36
Harry Villanueva,50981.09
David Grimes,13727.29
Ian Reyes,83076.99
Nathan Barrett,54525.84
Jesse Rodriguez,38468.73
Laura Lewis,88629.72
Stefanie Martinez,43455.28
Marcus Hughes,74765.27
Sally Sherman,53468.65
Gina Anderson,61122.39
Candice Huff,4505.29
Victoria Whitaker,60048.52
Kiara Key,80894.49
Michelle Ray,49255.24
Julie Crawford,39731.93
Helen Taylor DVM,82898.84
Amanda Fitzgerald,82939.66
Brittany Crane,82404.98
Melinda Mahoney,17396.87
Linda Zavala,29785.11
Tanner Pruitt,24242.89
Lisa Hall,72757.23
Mr. Alex Donaldson,16313.55
Joseph Jones,89359.73
Allison Smith,30371.83
Heather Neal,99219.74
Jordan Vargas,57095.03
Matthew Collins,78012.42
Cheryl Gonzalez,72664.86
Alan Bass,83048.17
James Ashley,67667.64
Victoria Wilson,76654.46
Tara Hunter,37365.33
Jamie Rodgers,3911.33
Marcus Logan,75098.22
Michelle Sexton,88210.16
Heidi Murphy,26967.39
William Martin,81236.37
Jesus Jennings,19674.61
Ashley Freeman,86270.29
Susan Watson,23134.82
Joshua Sanders,75826.27
Vicki Summers,33037.28
Cody Dunlap,29726.17
Christopher Kelley,42947.63
Tracy Wilson,37070.0
Kathryn Thomas,98019.46
Whitney Larson,20487.76
Megan Ballard,43478.59
Nathaniel Collier,3212.76
Thomas Chase,82038.97
Elizabeth Mcdonald,9826.89
Michael Padilla,41219.88
Christina Mccoy,14904.27
Justin Weaver,69663.83
Mitchell Wong,7660.41
Dr. Jesse Perkins,66808.53
Laura Rose,34571.17
Cynthia Hill,14252.81
Mrs. Brianna Norman,88360.86
Linda Lambert,64733.42
Rebecca Owen,62337.94
Joel Golden,26232.79
Robert Holmes,36959.55
Jason Jones,69921.53
Brian Martinez,23625.52
Michael Peck III,73926.95
Julie Ford,91455.66
Maria Hill,74329.09
Michael Johnson,24330.08
Brett Lane,43989.16
Paul Griffin,30558.63
Matthew Howard,82390.86
Melinda Freeman,18764.38
Mary Mckenzie,33333.88
Raymond Garcia,5756.72
Deborah Rhodes,63262.61
Tara Vaughan,61097.3
Brittany Young,95290.4
James Phillips,2576.88
Jenny Smith,61652.05
Steven Smith,98525.29
Ryan Myers,50363.39
Michelle Rose DDS,24359.42
Joseph Shepard,10768.11
Madison Cline,90242.19
Jennifer Soto,64445.04
Robert Mendoza,48175.06
Stephen Zhang,9515.9
Karen Smith,80107.8
Isabella Williamson,7270.6
Nicholas Joseph,25501.42
Adam Medina,40069.62
Sandra Mueller,72027.54
George Houston Jr.,31091.08
Natalie Murphy,42739.45
Austin Rodriguez,37404.93
Charlotte Grimes,29636.37
Catherine Mitchell,6050.33
Christine Rowe,52598.87
Kevin Kennedy,97399.33
Robert Carlson,52053.25
Brittany Knapp,78394.21
Kimberly Palmer,71956.47
Patricia Thomas,50281.73
Alvin Simmons,2399.44
Sean Salas,67281.82
James Adams,46218.33
Brent Sanchez,62948.25
David Fischer,18748.39
Kenneth Saunders,6082.22
David Spencer,20987.66
Catherine Ramirez,52256.1
Maureen Simon,8172.47
Dawn Medina,72576.86
Kaitlin Jones,90955.72
Jessica Gomez,24391.3
David Moore,99610.2
Shannon Cannon,58398.17
Natasha Rojas,51694.35
Katie Clark,21208.48
Raven Hawkins,46098.03
Gina Choi,79548.57
James Williams,84352.43
Dustin Wade,92433.7
Jeremy Barber,80665.44
Jacob Wilson,69176.98
Craig Henderson,19904.43
John Moore,27889.18
Linda Vazquez,46015.96
Larry Gibson,44382.83
Robert Smith,95942.23
Robert Stevenson,70814.67
Karen Ware,19826.25
Cynthia Dickerson,59435.24
Nicole Pruitt,10813.47
John Rogers,30074.13
Wayne Smith,73397.68
William Lynch,99440.92
William Wilson,41232.82
Timothy Gill,74315.52
Lisa Wolfe,39165.45
Randall Wilson,62081.81
Melissa Marquez,71407.99
Krista Martin,37943.62
Nancy Tate,4522.39
Harold Tran,89737.82
Jeffrey Lloyd,52404.57
Gregory Moore,51854.89
Margaret Patel,43018.3
Elizabeth Hurley,89511.36
James Collins,47496.1
Megan Santos,22291.79
Sherri Stewart,42412.03
Edwin Hill,81066.13
Lynn Wilson,59783.17
Aaron Morgan,90336.35
Kelly Young,54486.69
David Herrera,24695.51
Eugene Cook,96.96
Timothy Ramirez,50304.41
Nancy Brewer,4291.97
Yvette Pace,35454.59
Michael Glass,79299.74
Tonya Martinez,51640.98
Elizabeth Hicks,93257.21
Colleen Hale,87709.4
Nathaniel Reyes,9439.87
Kim Ramirez,93836.43
Joseph Burgess,85360.83
William Davis,6005.44
Leah Garcia,9304.24
James Osborn,59259.84
Mr. Anthony Carr PhD,65586.64
Bridget Yates,86051.27
Dennis Ballard,14630.19
Adam Preston,73362.62
Nathan Cummings,34224.83
Carla Thomas,13566.19
Shannon Thompson,56760.99
Bryan Garcia,68333.62
Ashlee Webb,18242.04
Leslie Mcdonald,76783.52
Brianna Callahan,32840.81
Nathan Curtis,67189.6
Crystal Potts,42982.85
Denise Ayers,20728.99
Cassandra Dickerson,70766.11
Amy Hanson,58271.09
Michael Hoover,53456.16
Clinton Hughes,49111.78
Joshua Barnes,47355.87
Brian Daugherty,79446.58
Heather Robinson,65731.87
Alexis Davis,44645.89
Justin Flores,59759.01
Mary Jones,71669.1
Caitlin Davis,77197.77
Michael Jackson,26410.85
Emily Quinn,88915.65
Tanya Jones,89334.79
Breanna Nelson,1794.89
Lori Smith,7266.53
Alexis Phelps,88043.4
Karen Arias,84.3
Andrea Maldonado,64247.32
James Jones,24063.44
Jimmy Vaughn,88173.85
Sydney Hutchinson,84739.4
Thomas Dunn,51840.47
Brian Allen,4652.26
Gary Reid,20208.74
Kristopher Arroyo,70369.55
Jim Palmer,71973.04
Anna Coleman,7438.41
Erika Mcdonald,54717.26
Karen Day,19065.53
Alicia Rowe,56145.18
Sean Daniels,91196.25
Philip David,51647.6
Allen Weber,180.92
James Graham,81533.15
Samuel West DDS,79098.38
Bradley Carter,6389.84
Daniel Best,86251.07
Arthur Jones,59734.51
Bruce Carter,86749.66
Jordan Clark,12485.67
Veronica Crawford,3671.5
Jason Meadows,48721.86
Judith Smith,30422.47
Emily White,97931.14
Cindy Campbell,55050.97
Thomas Martin,41915.12
Sandra Roach,49807.63
Melanie Adams,20361.14
Miss Audrey Moody DVM,77892.04
James Rodriguez,47177.2
Marco Walker,35523.95
Travis Trujillo,68673.24
Maria Macias,97526.86
Angela Young,50992.73
Ashley Gardner,48085.38
Alvin Hunt,26855.82
David Osborne,98744.72
Richard Rios,28372.88
Garrett Carroll,83831.17
Nicholas Solis,93358.86
Joshua Gonzalez,44920.36
Monique Cook,31417.55
Patricia Mercado MD,21103.35
Keith Morrow,71343.01
Travis Riddle,12252.47
Tammy Gonzalez,87483.96
Christina Kemp,35712.79
Edward Reed,10652.29
Joshua Jones,69696.62
Samuel Cook,79243.77
Michael Gonzalez,50979.3
Tanya Tucker,29363.02
Jeanette Cruz,26513.68
Joyce Hull,73918.43
Stephen Oconnell,13818.55
Jennifer Huynh,53748.69
Amanda Montgomery,99455.36
Melissa Lynch,21058.82
Amanda Austin,16724.38
Juan Roman,26413.63
Jennifer Clark,34815.75
Ashley Harrison,90652.82
Michael Martinez,92900.25
Christopher Cox,48633.05
Caitlyn Schwartz,36821.93
Marcus Robinson,68488.68
Briana Gonzalez,36004.27
Clinton Hall,920.26
Andrew Schultz,737.63
Daniel Phillips,10580.37
Tiffany Small,55164.62
Becky Roberts,6205.02
Melissa Mason,84585.62
Jeffrey Willis,10584.83
Brian Davis,6191.45
Corey Woods,70202.47
Collin Jones,38556.45
Derek Mcmahon,31228.78
Alison Lee,2185.47
Lucas Melton,68205.14
Jason Harmon,39690.03
Mark Shaw,44224.55
Yvonne Mills,14978.71
Sheila Collins,22019.26
Robert Anderson,2340.75
William Price,60391.53
Dr. Kylie Norris,83457.96
Tammy Jimenez,5879.22
Leslie Nolan,94999.53
Claire White,66385.72
Ryan Brown,32021.55
Taylor Smith,99726.2
Danielle Wilson,89205.46
Jeffrey Mccoy,81025.13
Mark Lawrence,61668.08
Austin Collier,81031.9
Daniel Moore,34137.96
Amanda Sims,26255.92
Robert Gibson,7810.52
Jessica Mcbride,48836.69
Cynthia Doyle,40226.64
Andrew Thomas,95684.68
Jason Garcia,93707.8
Sandy Wilcox,77474.42
David Curtis,674.76
Sarah Gonzalez,32661.39
Timothy Ochoa,23630.25
Jeffrey Richardson,95280.23
Barbara Miller,87248.72
Kristine Hill,24509.04
Nicholas Evans,77827.46
Vanessa Ramos,28581.9
William Gomez,10988.0
Kristi Mcconnell,47325.69
Katie Watson DDS,87869.89
Kristi Thompson,9886.08
Hannah Smith,86064.11
Jon Walters,11510.28
Robert Howe,18865.73
Melissa Estrada,99401.06
Donald Smith,47069.23
Anthony Smith,90085.94
Jessica Robbins,48036.49
George Pierce,70566.69
Monica Johnson,40787.63
Chelsea Cooper,70518.62
Barbara Wallace,96618.53
Jennifer Dixon,96854.41
Christopher Ochoa,88090.93
Lisa Rhodes,12580.72
Christopher Clarke,35354.4
Stacie Martinez,15723.06
Elizabeth Vincent,45794.08
Ashley Townsend,18031.95
Janet Sanchez,69674.68
Ian Hampton,60099.42
Shaun Wiggins,70979.14
Dr. Leroy Gordon,99416.87
Courtney Flores,39546.38
Jamie Williams,85175.57
Tracy Wilkins,44625.59
Karen Smith,3495.67
Kathleen Brown,12309.86
Terry Sanchez,10988.66
Robert Berry,57186.52
Vanessa Huang,66385.43
Stephen Rose,16174.49
Charles Donovan,89236.47
Robert Garcia,2114.86
Matthew Rose,35958.33
Darlene Brown,71472.91
Samuel Schultz,83274.88
Patricia Smith,32927.84
Cynthia Lewis,62411.6
Michael Swanson,96073.89
Craig Flores,43420.77
Elizabeth Hess,34533.64
Austin Goodwin,89308.26
Rachel Lopez,16053.66
Tanya Irwin,67370.72
Jaclyn Gonzalez,63960.81
Collin Berry,92178.05
Hunter Watts,8865.44
Gail Gonzalez,69139.97
Russell Smith,37049.26
Robin Chapman,93831.08
Joseph Oneill,13690.57
Charles Hunt,32840.11
Karen Thomas,85624.02
Russell Gomez,12714.92
Ana Thompson,96811.07
Ronald Lopez,307.62
James Graham,434.52
Mark Glass,42967.21
Christopher Mcguire,2449.88
Kristin Barry,57745.33
Amanda Williams,399.45
David Lawson,49181.28
Jose Johnson,17090.63
Jeremy Williams,79844.06
Katelyn Sullivan,61920.28
Mark Jones,78958.95
Erik Jimenez,1112.51
Steven Smith,90844.32
Christopher Hart,91673.94
Stacy Murphy,25938.94
Gabriel Lee,88539.15
Tracy Torres,35932.78
Mark Evans,5258.24
Chelsea Gray,76584.94
Kimberly Smith,87163.55
Stephen Shelton,25002.48
Ronnie Nguyen,30149.52
Annette Mann,95439.71
Cindy Gray,59785.85
Parker Smith,37539.86
Morgan Nelson,75264.57
Molly Andrews,16645.34
Stephen Moyer,92652.32
Ruben Barrett,36135.99
Patricia Mills,31853.11
Sarah Herrera,47161.81
Natalie Rogers,17864.39
Steve Peterson,30029.21
Nathaniel Ruiz,58740.68
Peter Nelson,51933.77
Melanie Poole,33437.97
Nicole Harvey,48440.9
Andrew Anthony,6044.25
Robert Rodriguez,29786.61
Miranda Rogers,43189.67
Lisa Perry,32095.59
James Martin,17257.33
Michelle Jones,31942.94
Isabella Kaiser PhD,58354.63
Richard Baker,11512.26
Alicia Coleman,53467.92
Carla Acosta,52007.63
Pamela Burnett,28110.66
Megan Myers,15219.16
Joseph Hill,56195.29
Ann Cruz,64114.55
Benjamin Herring,16544.46
Michael Hensley,91895.21
Tyler Parker,32679.46
Amy Valdez,81175.29
Robert Smith,6978.83
Shannon Bautista,61069.0
Katherine Duncan,49562.65
Nancy Gibson,86761.23
Johnny Peterson,71491.19
Caitlin Carter,62178.75
Stacie Allison,95849.26
Valerie Garner,69902.83
Margaret Guzman,51689.35
Teresa Walker,42047.63
George Turner,42679.2
Richard James,4785.63
Kenneth Lindsey,58661.78
Benjamin Butler,74052.71
Shawn Richards,80074.02
Virginia Clark,90240.0
Daniel Miller,24536.74
Deborah Hartman,62226.91
Laura Castillo,9314.63
Adam Lee,14436.74
Jeremy Rogers,14499.99
Cody Page,72017.06
John Jennings,4887.33
Terri Weaver,47174.52
Maria Caldwell,97553.58
Miss Chelsea Williams DVM,58429.19
Anthony Barajas,64850.43
Joy Lindsey,78238.32
Rebecca Weber,99568.12
Nancy Hodge,54344.48
Derek Henderson,88012.51
Ashley Gray,241.58
Shannon Davis,87605.07
Kelsey Hernandez,61809.56
Danielle Flynn,40624.74
Michael Bennett,44734.58
Catherine Foster,74187.49
Chelsea Ford,65467.12
Jeremiah Beard,69210.81
Mrs. Amanda Romero,82248.91
Chelsea Howell,23595.19
Catherine Hughes,80406.78
Mrs. Dana Franklin,23228.15
Jason Cook,77654.78
David Reynolds,58283.21
Ms. Heather Moreno,58782.57
Sharon Harper,63445.78
Andrew Tucker,82410.93
Joshua Wilson,42569.72
Johnathan Ford,53700.7
Shannon Whitehead,76987.25
Kimberly Gutierrez,26290.67
Jasmine Clements,60662.88
Jo Kelley,57003.38
Joseph Peters,46332.92
Lisa Allison,54762.39
Ronald Williams,35148.71
Mary Mcdaniel,35081.51
Andre Macias,4507.59
Jeffrey Aguirre,96641.91
Leslie Hernandez,32575.01
Bryan Rose,41263.6
Nancy Cantrell,9166.09
Heidi Logan,42382.69
Nathan Gomez,26854.23
Derrick May,37777.8
Jeffrey Banks,43792.53
Charles Williams,84256.09
Jessica Jimenez,77841.36
Douglas Thompson,45803.12
Roy Mitchell,20538.06
Angelica Carter,42361.06
Trevor Young,79600.81
Karen Robles,45947.5
Robert Kline,87557.88
Stephen King,74733.18
Abigail Vaughn,53351.94
Penny Carroll,81218.12
Aaron Hall,65584.14
Susan Lopez,89220.14
Mr. Benjamin Lambert,86446.91
Leslie Gould,53010.32
Taylor Welch,12752.38
Debra House,52632.04
Kevin Holder,43309.51
Savannah Obrien,93076.58
Katie Mckay,46168.94
Roy Wheeler,88367.78
Deanna Weiss,91725.84
Philip Davis,474.34
Jason Bailey,66340.16
Nicole Dixon,58074.1
Benjamin Miller,31218.77
Charles Johnson,91718.55
Theresa Williams,17456.35
Michael Hull,39978.68
Sylvia Lawrence,211.84
Michele Dunn,55193.59
Anthony Taylor,89174.44
Kerry Norton,72121.87
Alejandro Williams,3846.27
Ashley Woodward,18752.87
Sherry Mercado,59048.94
Eric Williams,38802.55
Valerie Goodman,49930.51
John Moss,3784.7
Christian Bender,63379.73
Joann Burton,75985.24
James Wilson,15778.31
Edward Powers,56732.7
Russell Martinez,48032.55
Heather Moore,23829.45
Robert Gonzalez,62118.23
Jordan Harrington,45862.43
Karen Hendrix,6056.28
Amy Sawyer,33228.52
Caroline Krueger,14720.04
Thomas Riley,74775.24
Jean Palmer,57099.25
Susan Carroll,57353.22
Kristy Murphy,83834.16
Jennifer Bailey,26315.96
Brandon White,62712.43
Cristina Williams,4487.34
Shane Alvarez,9091.59
Clifford Moore,86375.97
Debra Kline,49746.25
Sarah Petersen,77043.48
Jessica Kennedy,71558.25
Brian Lara,952.12
Laura Thompson,86518.27
Sarah Weber,36425.93
Robert Howe,35674.43
Brian Allen,93608.18
Sara Cruz,72016.27
Linda Walton,3344.3
Regina Little,19581.43
Brandy Watson,88922.21
Misty Holder,36698.47
Sheryl Avery,9592.13
John Keller,16495.11
Nathan Charles,12467.5
Robin Reyes,63142.96
Sierra Berger,49915.63
Douglas Gardner,37722.15
Alexander Lamb,71317.13
Jamie Miller,22226.45
Michael Hunt,45985.08
Donald Cardenas,56938.09
Patrick Little,57371.62
Andrew Washington,51880.17
Gary Sanders,54634.44
Jennifer Booth,68934.95
Rachel Bailey,28791.42
Courtney Best,56763.14
Steven Brown,26795.73
Stefanie Burke,76855.51
Wanda Sheppard,35903.78
Howard Gray,60832.46
Brian Rivera,95581.82
Wesley Dennis,45890.93
Amber Parrish,93137.28
Joel Conley,85981.1
Dawn Hunt,74271.5
Miranda Martin,60151.6
Michael Mclean,35551.87
Amy Brown,16133.15
James Sanchez,39985.22
Kayla Oconnell,58275.74
Sara Stein,98172.93
Annette Gallegos,94787.17
Diane Thornton,5671.1
Carl Romero,4547.28
Alex Thompson,85134.88
Laura King,84659.66
Natalie Atkins,85734.32
Abigail Frederick,25341.55
Mark Roberts,32900.97
Darryl Hunter,2685.04
Rachel Rogers,3716.09
Crystal Weaver,73107.37
Kristina Glover,83842.08
Barbara Crawford,88642.27
Melanie Escobar,58183.49
Angie Hoffman,49671.67
Billy Perez,94797.24
Nicholas Norman,51107.49
Alison James,6060.65
Chad Brewer,78163.91
Johnathan Hodges,2982.83
Emily Norris,11691.94
David Chavez,29814.46
Francisco Clark,3097.25
Charles Schwartz,12569.5
Melissa Ward,14035.74
Susan Harrington,42424.37
Dylan Maldonado,24359.4
Karen Melton,99802.98
Dr. Brian Hampton,55845.1
Sara Sanchez,40192.01
Timothy Long,98025.15
Michelle Johnson,92952.29
Linda Rodriguez,66425.4
Nicole Johnson,29743.51
Dennis Lawrence,40058.43
Peter Evans,60126.41
April Carney,68131.04
Joseph Simpson III,23589.6
Teresa Lewis,34251.9
Richard Long MD,69324.28
Patricia Dickerson,69466.37
Jodi Martin,46452.32
Katrina Wilson,70161.03
Gary Robles,48072.53
Stephanie Carlson,60752.52
Laurie Smith,48967.3
Mitchell Jackson,58706.76
Katelyn Shaffer,43471.7
Lisa Daniels,111.83
Rhonda Jimenez,58084.04
Jessica Mccoy,63718.51
Joy Allen,53854.31
Alexandra Ibarra,93429.63
Brandon Davis,23524.1
Laura Palmer,94663.04
Kyle Bentley,48673.58
Heidi Scott,54257.8
Ricardo Mcguire,66778.59
Jared Martinez,5368.38
Matthew Martinez,12135.26
Ann Davis,5607.46
Jimmy Holmes,17185.5
Mary Peterson,12736.4
Nicole Rogers,17279.32
Nicole Santiago,86352.86
Shane Ramirez,35034.01
Kaitlyn Burgess,34408.09
Christy Hayes,2719.9
Tracy Wilcox,35883.03
Oscar Bailey,71957.46
Courtney Robbins,27423.54
Alex Perry,17539.32
Tina Gonzales,52728.1
Kathy Molina,39971.6
Mary Arnold,97428.18
Anna Lopez,72984.09
Craig Lane,95431.78
Chelsea Perez,65957.1
Christopher Johnston,13615.18
Heather Smith,10478.72
Gary Alexander,20757.61
Rodney Hunter,24222.89
